Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Promoter holding,Industry PE,EPS,Debt to equity,Return on equity,Return on assets,Return on capital employed,OPM,Profit after tax,Price to Earning,Dividend yield,Sales growth,Profit growth,Price to Free Cash Flow,PEG Ratio,Current ratio,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Average return on equity 5Years,Average return on equity 3Years,Return over 1year,Return over 3years,Return over 5years,Operating profit,Net profit,Sales preceding year,Operating profit preceding year,Operating profit growth,Debt 3Years back,Debt 5Years back,Free cash flow 3years,Free cash flow 5years,Operating cash flow 3years,Operating cash flow 5years,Net cash flow last year,FII holding,DII holding,Return on capital employed preceding year,Return on equity preceding year,Average return on capital employed 3Years,Average return on capital employed 5Years,Sales,EVEBITDA,Quick ratio,Quick ratio.1,EPS growth 5Years,EPS growth 3Years,Dividend Payout Ratio,RSI,DMA 50,Sector
Tata Motors,500570.0,TATAMOTORS,Automobiles - LCVs / HCVs,644.25,237170.89,42.58,21.46,93.01,1.05,49.44,9.26,20.11,13.12,31834.16,7.45,0.47,4.53,57.92,13.55,0.08,0.94,20.58,7.72,128.07,93.11,5.82,14.63,-36.08,13.76,47.19,58122.0,32249.0,345966.97,31815.8,4.69,142130.57,106175.34,52520.2,58768.28,117586.2,173219.65,8127.81,17.84,16.88,6.3,5.25,9.26,6.64,443059.0,4.84,0.63,0.63,88.17,128.0,7.32,48.6,663.97,"Automobile and Auto Components, Diversified"
Tata Power Co.,500400.0,TATAPOWER,Power Generation And Supply,384.4,122844.47,46.86,31.76,11.97,1.73,11.28,2.99,11.13,18.25,3873.99,31.71,0.52,10.63,13.14,-234.58,0.43,0.64,23.4,15.51,44.42,74.21,8.89,11.22,-14.44,16.62,64.72,11718.59,4514.84,55109.08,7727.76,19.22,46707.95,48506.04,-1570.79,10173.51,26454.43,42174.87,-928.43,9.38,15.87,11.74,12.62,10.7,9.57,64228.93,11.44,0.53,0.53,68.5,44.42,17.29,53.88,374.44,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
Tata Steel,500470.0,TATASTEEL,Steel - Large,140.08,174931.06,33.19,17.31,2.19,1.1,6.55,2.55,7.02,11.45,2831.41,61.78,2.57,-5.33,46.4,11.69,-10.6,0.81,13.61,7.77,-6.63,-5.83,13.81,18.07,-15.1,3.29,36.25,25314.38,2527.46,243352.69,32300.16,11.75,88501.41,100816.22,44866.03,92815.2,86364.74,150860.14,-5049.06,18.29,24.48,12.63,7.28,16.87,13.79,221011.71,9.89,0.25,0.25,-7.75,-7.94,-101.2,47.04,142.16,"Construction Materials, Metals & Mining"
Tata Technolog.,544028.0,TATATECH,Computers - Software - Medium / Small,657.85,26705.01,55.22,31.76,16.69,0.07,19.91,11.06,25.8,18.07,676.95,39.45,1.28,1.0,-0.36,66.26,1.85,1.74,13.56,12.63,15.71,21.37,19.9,21.67,-38.35,,,934.05,676.95,5117.2,941.28,-0.77,261.44,258.19,1208.31,2205.9,1394.97,2469.18,124.33,3.1,2.48,28.29,21.88,27.41,24.3,5168.45,24.51,1.74,1.74,,,70.11,44.96,698.04,Information Technology
Tata Tele. Mah.,532371.0,TTML,Telecommunications - Service Provider,56.82,11088.9,74.36,39.88,-6.52,,,-97.7,51.07,44.23,-1275.32,,0.0,9.77,-3.15,24.8,,0.03,6.14,3.95,-1.53,0.44,,,-30.92,-25.91,86.77,578.55,-1275.32,1191.65,527.42,9.69,19793.83,16895.01,1343.69,2226.78,1649.28,2746.58,9.96,2.53,0.12,47.91,,46.27,83.68,1308.04,53.63,0.03,0.03,0.44,-1.53,0.0,41.48,61.54,"Information Technology, Telecommunication"
TBO Tek,544174.0,TBOTEK,Travel Agencies,1123.3,12200.91,44.41,52.72,20.22,0.2,46.05,5.5,42.93,16.55,214.13,56.98,0.0,27.22,14.6,60.69,1.24,1.2,114.16,25.87,178.4,45.96,31.84,39.53,,,,274.86,217.39,1064.59,188.92,20.18,8.43,21.45,603.02,634.43,662.16,709.55,188.11,31.61,17.88,52.77,49.6,37.78,31.25,1660.41,33.62,1.2,1.2,-34.51,33.06,0.0,48.13,1233.62,Services
TCS,532540.0,TCS,Computers - Software - Large,3453.7,1249938.84,71.77,29.57,134.2,0.1,52.38,32.07,64.63,26.4,48519.92,25.76,1.59,5.99,4.14,29.85,3.04,1.74,10.01,10.22,8.19,8.48,46.84,50.3,-9.6,-0.88,11.38,67407.0,48797.0,240893.0,64296.0,4.84,7818.0,8174.0,125584.0,198232.0,135211.0,213962.0,-674.0,12.04,11.49,64.28,51.51,62.52,58.12,255324.0,17.44,1.74,1.74,9.28,8.6,92.45,51.06,3557.73,Information Technology
Tech Mahindra,532755.0,TECHM,Computers - Software - Large,1503.0,147142.76,35.01,29.57,43.43,0.07,15.74,9.71,20.08,13.14,4251.5,34.61,2.66,1.91,80.44,28.4,19.34,1.87,5.88,7.52,-8.56,1.79,16.31,13.99,18.96,6.08,22.44,6963.8,4253.0,51995.5,4506.3,54.53,2618.4,3670.5,15544.3,27515.6,17734.1,31113.2,-36.7,22.95,32.13,11.88,8.63,18.04,20.59,52988.3,18.48,1.87,1.87,1.51,-8.79,93.65,64.29,1462.68,Information Technology
Techno Elec.Engg,542141.0,TECHNOE,Engineering - Turnkey Services,1063.5,12366.2,56.92,28.88,32.67,0.0,13.12,9.61,16.53,14.11,321.01,38.52,0.66,37.56,61.63,-297.18,5.68,5.64,19.35,8.79,22.47,6.78,11.81,12.71,4.8,54.33,39.22,266.96,365.84,829.5,87.3,64.67,40.0,44.48,-124.86,111.42,154.39,391.28,-13.99,9.33,24.5,8.18,9.91,14.07,13.61,1892.49,30.05,5.64,5.64,7.77,23.37,28.06,52.73,1057.92,"Metals & Mining, Realty"
Tejas Networks,540595.0,TEJASNET,Telecommunications - Equipment,702.3,12383.98,53.83,19.03,25.32,0.89,12.77,4.78,15.46,14.1,446.53,27.73,0.0,261.13,609.0,-8.81,0.9,1.35,153.06,86.97,108.92,30.95,3.84,5.25,-38.63,14.3,79.73,1257.83,446.53,2470.92,265.93,372.99,19.76,27.88,-4216.88,-4276.41,-2908.11,-2767.79,139.55,7.08,4.85,3.68,2.06,6.01,2.6,8923.21,11.86,0.97,0.97,24.31,87.82,10.05,34.98,828.52,"Capital Goods, Telecommunication"
The Ramco Cement,500260.0,RAMCOCEM,Cement - South India,943.6,22318.71,42.55,55.05,15.84,0.72,5.02,2.29,8.1,15.14,195.62,114.09,0.26,-5.08,-48.32,-64.55,-16.18,0.54,21.01,12.68,-23.29,-7.05,9.75,7.75,18.75,5.89,11.29,1332.32,372.48,8157.26,1186.27,-14.44,3109.78,1636.92,-1036.35,-2081.28,4451.92,7092.38,-33.42,7.29,30.14,6.48,4.65,8.0,10.15,8799.37,19.93,0.26,0.26,-7.1,-23.33,16.41,53.22,916.97,Construction Materials
Thermax,500411.0,THERMAX,Electric Equipment,3291.3,39162.32,61.98,64.44,51.95,0.32,14.15,6.2,16.93,8.74,607.76,64.44,0.36,13.49,11.41,-279.78,6.76,1.36,24.85,9.31,33.81,9.53,10.38,12.03,-29.52,15.79,35.33,880.31,608.73,8089.81,601.12,21.73,327.89,240.26,-420.68,543.01,1031.57,2126.63,19.02,15.86,12.25,15.06,12.31,14.49,13.1,10067.44,35.88,1.19,1.19,9.53,33.81,20.94,45.0,3459.12,"Capital Goods, Energy"
Timken India,522113.0,TIMKEN,Bearings,2452.5,18458.67,51.05,29.96,53.44,0.01,17.56,14.11,23.36,18.66,402.0,45.92,0.1,10.36,13.17,176.4,2.15,3.68,27.3,11.82,39.77,21.35,17.64,19.89,-26.58,7.32,22.14,579.47,402.0,2806.61,560.35,10.04,35.35,23.08,313.65,658.28,713.97,1250.85,94.41,10.68,26.8,27.99,21.13,26.7,22.83,3105.79,28.8,2.41,2.41,21.35,39.77,4.8,40.88,2624.7,Metals & Mining
Titagarh Rail,532966.0,TITAGARH,Engineering,747.1,10059.51,40.45,35.13,21.49,0.21,18.13,11.0,24.97,11.09,291.42,34.52,0.11,3.69,14.14,-263.03,0.41,2.33,36.33,19.83,180.75,84.46,7.36,12.41,-29.38,92.89,84.39,434.1,289.42,2779.59,250.77,2.59,846.96,896.49,-114.78,23.19,181.3,402.72,273.58,11.63,13.4,17.58,13.91,17.3,11.64,3914.59,20.2,1.72,1.72,79.44,170.73,3.76,41.72,808.6,"Construction Materials, Metals & Mining, Oil Gas & Consumable Fuels, Realty"
Titan Company,500114.0,TITAN,Diamond Cutting / Jewellery,3379.7,299796.63,52.9,33.34,36.46,2.22,32.91,11.94,22.7,9.22,3237.0,92.62,0.33,18.56,-6.2,870.55,4.58,1.31,33.14,20.9,53.78,20.23,26.52,30.28,-5.84,11.2,28.36,5348.0,3237.0,40575.0,4882.0,3.04,5638.0,2392.98,1034.0,4341.0,2341.0,6132.0,177.0,17.82,12.01,25.08,30.75,23.05,21.27,58034.0,54.39,0.28,0.28,20.23,53.78,28.0,66.67,3232.09,Metals & Mining
Torrent Pharma.,500420.0,TORNTPHARM,Pharmaceuticals - Indian - Formulations,3322.0,112456.99,68.31,36.45,55.02,0.42,24.23,10.86,23.16,32.21,1862.0,60.4,0.84,7.91,30.01,51.67,2.8,1.21,10.25,6.93,8.45,21.56,21.39,20.95,25.71,33.15,23.15,3640.0,1862.0,9620.15,2842.05,13.33,4874.13,6038.1,6527.07,9188.48,7437.2,10835.46,326.61,16.31,8.25,19.82,20.04,20.61,18.88,11302.0,30.83,1.21,1.21,21.55,8.45,57.21,58.73,3211.78,Healthcare
Torrent Power,532779.0,TORNTPOWER,Power Generation And Supply,1539.1,77710.75,51.09,31.76,48.63,0.87,15.21,5.74,14.77,18.08,2359.17,32.94,1.04,9.53,27.38,93.1,2.19,1.31,30.71,15.63,11.02,15.05,14.71,14.58,2.53,42.39,36.04,5285.8,2428.43,25694.12,4788.58,16.41,7816.56,9715.15,2499.22,6461.41,10881.31,17479.28,162.6,9.43,21.9,18.3,19.58,15.38,14.41,29237.5,15.43,1.21,1.21,15.05,11.02,41.95,52.77,1487.48,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
Trent,500251.0,TRENT,Trading,5172.5,184255.23,37.01,42.01,43.51,0.41,32.2,18.51,31.71,16.1,1534.41,120.08,0.06,38.46,69.56,259.49,1.61,1.83,56.18,37.5,244.68,74.76,17.19,25.86,17.29,61.48,59.25,2758.45,1534.41,12375.11,1970.69,39.97,4725.36,299.74,2125.86,2167.85,3604.76,3947.87,43.56,19.65,17.2,23.79,27.16,22.33,15.63,17134.61,60.76,0.81,0.81,74.76,244.68,11.49,49.19,5303.46,Services
Trident,521064.0,TRIDENT,Textiles - Cotton/Blended,26.5,13465.44,73.68,19.25,0.58,0.38,8.16,4.83,10.43,12.8,293.23,45.92,1.36,1.57,-30.19,47.68,-37.95,1.75,14.54,5.34,1.89,-1.21,12.7,13.69,-32.66,-20.2,40.44,870.83,296.32,6332.26,946.71,-13.21,1562.25,2435.75,849.78,2077.44,2616.13,4334.75,-100.33,3.02,0.1,11.88,10.96,15.22,13.21,6805.0,15.75,0.9,0.9,-1.21,1.89,52.49,46.8,27.34,Textiles
Triven.Engg.Ind.,532356.0,TRIVENI,Sugar,409.2,8948.71,60.98,14.25,10.11,0.19,14.21,8.25,14.77,7.71,215.4,41.54,0.86,-2.52,-49.25,-48.17,3.25,1.85,3.75,10.62,10.03,12.79,20.96,19.95,12.93,8.5,61.54,413.53,212.18,5616.84,617.55,-35.76,990.48,1684.35,-557.89,540.38,324.3,1625.48,4.4,5.57,9.49,17.53,23.28,17.79,18.17,5362.08,19.45,0.87,0.87,16.55,13.74,31.85,55.66,392.87,Fast Moving Consumer Goods
Triveni Turbine,533655.0,TRITURBINE,Electric Equipment,520.15,16534.37,55.84,50.27,10.67,0.01,28.53,16.23,38.32,21.09,339.27,48.74,0.5,23.0,36.55,60.81,2.43,2.05,33.03,14.51,30.79,20.08,21.84,22.11,-3.24,39.2,46.68,406.12,340.2,1247.55,235.31,37.66,3.6,0.05,815.76,1166.25,900.15,1275.08,-0.6,28.0,10.63,28.7,21.5,29.19,28.85,1925.85,32.91,1.8,1.8,20.48,31.53,42.52,48.1,547.67,"Capital Goods, Energy"
Tube Investments,540762.0,TIINDIA,Steel - Large,2898.6,56079.13,44.1,17.31,42.22,0.13,26.48,14.71,26.28,10.42,819.65,68.42,0.12,16.24,-7.12,112.65,1.79,1.85,40.55,23.95,61.63,38.28,24.64,27.22,-22.55,15.82,50.67,1960.38,1167.41,14964.06,1882.67,-1.34,1972.4,611.29,1493.64,1995.82,2956.39,3820.89,-336.42,26.93,16.12,31.58,26.97,28.16,23.73,18804.8,24.48,1.44,1.44,37.45,61.47,5.64,63.21,2775.84,"Construction Materials, Metals & Mining"
TVS Motor Co.,532343.0,TVSMOTOR,Automobiles - Motorcycles / Mopeds,2672.0,126971.46,50.27,45.93,47.06,1.73,28.88,5.22,19.43,14.91,2207.46,57.52,0.37,12.63,35.32,-54.07,2.07,1.12,21.87,18.52,42.96,27.75,24.52,27.31,29.71,59.8,52.09,6574.6,2379.81,39144.74,5499.94,19.54,15827.21,11591.45,-7042.99,-9347.77,-2154.56,-2578.46,1759.2,21.48,19.73,14.68,26.55,15.79,13.84,44089.01,20.66,1.02,1.02,27.75,42.96,21.25,57.7,2515.56,Automobile and Auto Components
TVS Supply,543965.0,TVSSCS,Miscellaneous,115.35,5094.02,43.03,21.58,-0.1,1.21,-7.39,-1.58,4.74,6.61,-3.66,,0.0,9.1,94.16,13.55,,1.1,9.89,6.29,6.83,,-14.98,-9.21,-35.32,,,656.33,-0.34,9994.38,672.27,-4.1,2734.12,2500.67,1126.58,1798.14,1482.25,2384.68,-576.43,3.58,3.42,6.44,5.13,5.74,3.55,9923.2,9.48,0.97,0.97,,24.8,0.0,40.82,129.49,Fast Moving Consumer Goods
UCO Bank,532505.0,UCOBANK,Banks - Public Sector,31.05,38923.2,90.95,8.52,1.95,10.39,8.38,0.71,5.76,59.3,2444.96,15.92,1.26,14.7,47.88,23.45,0.65,,18.72,10.62,38.04,24.6,5.59,7.41,-45.81,37.86,19.39,14863.75,2444.96,21854.34,13337.81,11.44,237581.04,208898.5,4980.32,11427.57,5897.2,12717.96,7454.43,0.44,5.36,5.34,6.22,5.28,4.74,25066.9,18.74,,,22.81,35.87,0.0,43.89,34.35,Banks - Public Sector
Ujjivan Small,542904.0,UJJIVANSFB,Banks - Private Sector,42.63,8249.19,0.0,11.67,3.75,6.75,12.51,1.65,8.54,44.28,726.1,11.36,3.52,11.93,-43.39,5.98,0.72,,31.21,18.64,55.5,15.71,13.71,22.33,-20.54,34.68,7.75,2813.49,726.1,5677.15,3281.41,-14.26,20255.78,14933.75,4137.03,9239.21,4670.45,9881.55,633.01,19.51,8.47,11.09,26.66,10.08,7.67,6354.39,13.31,,,13.12,52.86,0.0,63.56,38.06,"Banks - Private Sector, Diversified"
UltraTech Cem.,532538.0,ULTRACEMCO,Cement - North India,11641.0,343095.28,59.23,46.03,204.94,0.34,9.34,5.22,10.93,16.52,6117.27,56.09,0.6,7.12,-12.41,153.63,37.9,0.73,13.03,12.35,-5.16,1.48,11.68,10.36,16.74,20.64,26.92,12546.88,6039.64,70908.14,12968.56,-3.25,11298.8,23018.96,6699.22,21104.01,30639.48,52423.15,-755.26,15.17,16.79,15.12,12.19,12.99,13.6,75955.13,27.5,0.44,0.44,1.06,-5.81,37.82,51.16,11420.03,Construction Materials
Union Bank (I),532477.0,UNIONBANK,Banks - Public Sector,125.78,95993.06,74.76,8.52,21.41,11.15,15.64,1.03,6.55,66.83,16344.01,5.87,2.86,11.49,23.07,4.95,0.13,,13.14,23.95,69.3,46.36,8.79,11.95,-18.43,48.9,35.78,71544.43,16344.01,81163.18,45008.6,15.33,977576.16,460780.41,58194.44,78040.11,62324.44,82774.97,7046.98,7.11,11.63,5.02,11.38,5.33,5.22,107058.14,14.66,,,25.31,59.7,19.92,52.77,121.42,Banks - Public Sector
United Breweries,532478.0,UBL,Breweries & Distilleries,2160.0,57094.39,70.84,28.95,16.09,0.03,10.06,6.16,13.49,9.13,439.05,130.04,0.46,12.51,29.69,516.38,-21.14,1.59,24.17,4.64,51.64,-6.15,8.81,9.35,5.99,10.85,18.14,796.91,426.2,7499.92,616.23,31.28,261.97,211.49,331.79,906.79,849.55,1977.62,-200.71,6.92,16.17,11.44,8.27,12.66,11.99,8725.49,67.04,1.03,1.03,-6.15,51.64,64.48,60.54,2045.87,Fast Moving Consumer Goods
United Spirits,532432.0,UNITDSPR,Breweries & Distilleries,1563.9,113812.98,56.67,28.95,19.28,0.07,20.98,13.18,27.87,17.86,1467.7,77.55,0.58,7.07,15.48,140.69,4.93,2.11,11.66,3.92,51.77,15.74,17.68,19.65,32.87,21.92,23.85,2111.0,1402.0,10612.0,1417.0,11.04,1036.8,2883.2,2425.8,4703.4,2710.4,5311.3,937.0,14.98,14.59,20.06,17.53,24.34,21.59,11821.0,47.42,1.53,1.53,15.71,51.72,46.34,69.05,1452.5,Fast Moving Consumer Goods
Uno Minda,532539.0,UNOMINDA,Auto Ancillaries,894.2,51370.44,68.75,22.85,16.82,0.4,18.89,9.95,19.94,11.35,941.35,54.57,0.22,22.2,21.64,-403.82,2.21,1.27,30.09,18.89,61.46,24.71,14.81,16.56,21.17,25.04,43.18,1821.11,1033.05,11236.49,1241.98,27.31,1159.23,1082.6,-381.44,130.4,2164.86,3556.12,119.27,10.09,15.2,18.1,17.08,16.94,14.6,16040.31,26.17,0.82,0.82,23.36,58.58,13.04,51.67,902.1,Automobile and Auto Components
UPL,512070.0,UPL,Pesticides / Agrochemicals - Indian,669.9,54568.05,33.5,25.5,0.49,1.23,-4.28,-2.02,3.29,12.87,-49.79,,0.15,-0.98,91.66,18.32,,1.35,3.66,14.57,,,10.33,8.55,37.7,-5.32,10.7,5812.0,-339.0,53576.0,10196.0,13.38,24519.0,29139.0,9261.0,21212.0,16069.0,32020.0,-24.0,34.22,18.56,14.32,14.18,10.65,10.91,45142.0,13.18,0.85,0.85,,,-6.25,56.94,637.93,
Usha Martin,517146.0,USHAMART,Steel - Medium / Small,289.25,8808.67,43.89,22.41,13.54,0.18,19.21,13.27,22.08,17.87,411.67,21.4,0.95,4.79,-2.66,62.53,0.41,2.6,15.43,5.33,41.67,52.51,20.09,18.47,-23.29,24.07,79.21,609.0,411.74,3267.76,513.33,1.33,529.82,3564.77,422.81,807.35,854.0,1280.12,-0.38,14.25,9.25,21.25,18.75,20.32,19.09,3407.11,13.91,1.32,1.32,52.51,41.67,19.81,33.78,317.79,Metals & Mining
UTI AMC,543238.0,UTIAMC,Finance & Investments,1019.3,13044.86,0.0,20.15,51.07,0.0,17.5,16.02,23.71,63.46,653.52,19.96,2.35,8.37,8.69,41.75,1.24,0.73,11.0,11.75,16.08,16.14,15.03,15.98,7.24,8.78,,919.72,653.52,1337.31,812.5,13.2,0.0,0.0,937.6,1417.48,1104.57,1642.13,-3.97,7.85,59.71,22.12,17.1,21.05,19.55,1449.21,13.93,0.73,0.73,15.92,15.77,94.0,44.97,1050.88,Financial services
V I P Inds.,507880.0,VIPIND,Moulded Luggage,305.95,4349.2,51.73,65.95,-4.6,1.28,5.25,1.99,8.48,3.8,-68.89,,0.65,0.98,-169.88,-59.39,,1.3,53.68,4.7,32.41,-24.93,10.62,15.29,-44.33,-22.85,5.83,83.57,-65.31,2082.32,317.08,-66.57,353.44,86.15,-219.44,129.79,19.51,396.57,10.28,7.68,12.75,27.85,29.0,16.42,13.19,2200.54,54.27,0.58,0.58,-25.0,32.38,52.28,55.63,311.98,"Consumer Durables, Fast Moving Consumer Goods"
V-Guard Industri,532953.0,VGUARD,Electric Equipment,360.65,15727.3,54.3,50.27,6.01,0.11,13.79,8.26,16.1,7.89,261.33,60.18,0.39,16.26,31.94,90.45,8.72,1.49,19.1,12.18,5.12,6.9,15.68,14.25,5.15,19.44,15.34,401.53,261.33,4050.75,301.1,18.07,66.25,10.02,521.28,734.12,733.45,1094.59,11.42,13.43,20.63,14.47,12.0,17.44,20.79,5090.43,35.96,0.7,0.7,6.53,4.78,26.34,56.31,357.12,"Capital Goods, Energy"
Valor Estate,533160.0,DBREALTY,Construction,174.14,9396.59,47.37,32.22,-2.41,0.4,34.7,14.09,22.26,-23.71,-126.4,,0.0,132.78,-110.46,1658.75,,1.78,144.16,-0.43,78.3,65.72,-4.44,3.75,-26.18,25.22,110.63,-149.9,-129.82,698.24,-714.57,-297.86,2501.23,2094.96,16.96,356.39,66.42,388.62,741.06,4.68,0.38,-10.97,-31.41,3.38,1.39,632.22,-210.84,0.45,0.45,46.5,54.1,0.0,54.41,161.41,"Construction Materials, Metals & Mining, Realty"
Vardhman Textile,502986.0,VTL,Textiles - Cotton/Blended,454.2,13139.97,64.22,19.25,29.27,0.1,7.09,5.41,8.73,13.19,846.55,15.52,0.88,2.15,43.55,46.67,-17.84,4.11,15.68,6.68,14.8,-0.87,10.93,12.31,1.94,1.35,28.58,1284.08,850.97,10137.49,1323.99,38.52,2132.33,2277.66,844.37,971.99,2242.23,3259.32,-41.3,5.75,16.72,11.49,9.74,14.52,12.2,9735.72,8.67,2.21,2.21,-1.0,14.61,0.0,50.29,445.2,Textiles
Varroc Engineer,541578.0,VARROC,Auto Ancillaries,432.05,6589.14,75.0,22.85,6.38,0.75,41.91,11.47,17.48,9.83,170.29,38.69,0.0,10.36,-67.78,60.44,9.19,0.81,19.97,-8.9,40.86,4.21,-18.33,-27.08,-17.81,-0.94,21.97,789.05,105.05,6891.21,574.85,9.94,3694.6,2432.17,327.69,100.25,1960.23,3847.63,-191.88,3.92,12.79,8.13,-55.86,9.11,6.58,8029.74,9.37,0.47,0.47,1.63,40.86,0.0,47.25,452.96,Automobile and Auto Components
Varun Beverages,540180.0,VBL,Food - Processing - Indian,522.35,176718.54,60.23,31.3,8.46,0.17,22.49,14.03,24.85,23.45,2783.85,63.48,0.19,29.09,28.64,-472.22,1.53,1.74,31.38,22.92,55.35,41.44,24.98,28.18,-11.73,53.48,54.41,4984.38,2817.66,16042.58,3716.74,31.19,3386.76,3417.18,-1122.28,-229.93,7561.91,9805.32,2024.07,22.98,9.19,28.82,35.2,27.02,21.76,21257.27,34.55,1.12,1.12,40.3,53.27,13.03,45.28,532.93,Fast Moving Consumer Goods
Vedant Fashions,543463.0,MANYAVAR,Textiles - Products,781.95,18991.02,74.95,35.96,16.57,0.3,26.79,17.19,30.82,47.16,402.41,47.19,1.09,3.08,-0.91,43.99,2.76,3.98,36.02,11.44,46.58,17.07,25.24,29.29,-18.0,-10.52,,651.29,402.41,1325.96,657.8,0.41,203.66,0.0,1295.21,1796.94,1278.4,1771.76,13.67,10.14,10.59,38.82,33.61,34.14,29.46,1380.99,26.32,3.53,3.53,2.54,17.14,49.8,44.13,842.78,"Consumer Durables, Textiles"
Vedanta,500295.0,VEDL,Mining / Minerals / Metals,419.2,163903.78,56.38,16.56,38.33,1.82,38.78,9.76,27.0,27.68,13946.31,11.75,10.38,6.43,279.04,8.54,-15.46,0.7,4.84,12.62,-10.06,-0.76,24.21,22.94,5.37,0.88,36.17,42343.0,20535.0,143727.0,35312.0,19.91,53583.0,59187.0,57605.0,99525.0,104373.0,163316.0,-4114.0,11.15,16.38,20.91,10.49,22.67,22.72,152968.0,5.03,0.51,0.51,-1.76,-11.56,113.48,49.91,426.26,"Metals & Mining, Oil Gas & Consumable Fuels"
Vijaya Diagnost.,543350.0,VIJAYA,Healthcare,1000.5,10271.28,53.91,52.96,13.84,0.4,17.83,11.75,19.51,40.32,141.9,72.38,0.1,29.16,24.08,175.21,3.82,2.36,13.29,13.36,8.35,18.96,21.28,19.73,43.06,29.78,,267.47,142.62,459.22,182.03,29.29,141.05,145.84,175.76,342.79,505.91,741.66,-1.93,19.36,23.72,18.45,16.57,22.07,23.37,663.36,37.08,2.3,2.3,-36.23,-17.42,8.61,46.87,1025.0,"Consumer Services, Diversified, Healthcare, Services"
Vinati Organics,524200.0,VINATIORGA,Chemicals,1624.7,16849.19,74.28,27.93,37.83,0.0,13.83,11.95,18.54,25.67,392.15,42.97,0.43,15.04,21.18,177.01,15.8,3.45,25.8,10.99,6.29,2.72,19.63,18.02,-0.73,-8.18,10.51,551.84,392.15,2066.23,573.01,18.14,2.02,3.68,285.54,701.35,980.78,1615.62,-121.62,3.83,9.21,27.66,20.74,24.27,26.63,2149.96,28.08,2.52,2.52,2.55,5.98,22.45,51.52,1619.36,"Chemicals, Diversified"
Vishal Mega Mart,544307.0,VMM,Trading,118.48,54526.02,74.55,28.79,1.37,0.27,10.51,6.83,13.11,14.28,631.97,86.28,0.0,20.25,39.41,76.42,1.18,1.33,24.24,15.15,47.06,72.89,6.59,8.53,,,,1530.18,631.97,8911.95,1276.49,19.87,1789.52,792.72,2138.31,3587.81,2864.27,4575.46,310.0,7.03,12.22,11.36,8.41,11.19,9.64,10716.35,35.12,0.54,0.54,71.17,46.05,0.0,68.5,106.75,Services
Vodafone Idea,532822.0,IDEA,Telecommunications - Service Provider,7.12,77033.84,25.57,39.88,-4.46,,,-16.35,-3.61,41.24,-27891.9,,0.0,1.38,9.19,5.26,,0.64,0.55,2.83,-12.03,-55.75,,,-46.06,-9.17,11.13,17799.8,-27891.9,42177.2,16752.8,4.72,201720.2,125939.9,44023.7,54083.6,57081.8,80049.0,-61.0,6.56,3.41,-3.82,,-4.06,-4.41,43164.6,16.81,0.64,0.64,-2.9,7.54,0.0,42.18,7.7,"Information Technology, Telecommunication"
Voltas,500575.0,VOLTAS,Air-conditioners,1236.1,40895.81,30.3,69.61,21.66,0.14,4.4,2.23,8.51,5.67,708.46,57.72,0.44,32.16,152.51,123.64,-4.24,1.46,18.21,11.87,-22.07,-13.61,8.22,6.09,-16.18,-0.68,19.59,841.63,709.23,9498.77,453.62,125.19,260.61,314.65,992.49,1909.18,1505.12,2523.68,122.83,21.95,32.99,9.67,4.42,10.38,12.83,14848.12,36.02,1.03,1.03,-13.61,-22.07,72.2,38.19,1358.39,"Construction Materials, Consumer Durables"
Waaree Energies,544277.0,WAAREEENER,Electric Equipment,2604.5,74874.81,64.3,50.27,65.0,0.13,27.57,12.45,35.12,18.84,1870.31,40.03,0.0,26.73,89.26,144.67,0.34,1.55,71.69,48.57,191.78,116.52,29.97,30.81,,,,2721.64,1928.13,11397.61,1574.81,72.82,363.41,157.07,1551.7,1718.58,7023.46,7788.7,385.58,0.7,2.46,43.63,33.35,43.55,33.44,14444.5,21.88,1.23,1.23,100.82,157.36,0.0,57.22,2401.35,"Capital Goods, Energy"
Welspun Corp,532144.0,WELCORP,Steel - Large,767.5,20194.42,50.01,17.31,56.36,0.37,19.8,7.71,20.19,10.6,1479.61,13.65,0.65,-14.37,37.27,-62.47,0.15,1.48,34.34,14.13,17.84,91.25,14.0,11.54,36.0,55.19,63.77,1538.15,1490.37,9758.1,494.03,-6.2,1021.0,1304.7,-970.05,22.5,1339.33,2761.95,-197.62,12.18,20.5,6.42,3.26,13.21,17.72,14513.74,9.0,0.79,0.79,91.73,17.72,11.78,44.92,787.82,"Construction Materials, Metals & Mining"
Welspun Living,514162.0,WELSPUNLIV,Textiles - Products,127.22,12356.7,66.24,21.19,6.72,0.69,15.62,7.46,16.1,12.78,637.89,19.37,0.08,13.14,-3.42,42.85,1.47,1.55,9.66,8.2,7.69,13.14,13.5,12.09,-15.13,15.25,37.06,1338.25,641.77,8093.76,752.54,4.09,2940.27,3310.39,865.51,1685.08,1875.49,3606.27,54.71,5.35,8.93,6.01,4.77,12.14,12.76,10474.43,9.97,0.94,0.94,13.9,8.89,1.43,48.54,129.94,"Consumer Durables, Textiles"
